observation_index,mean_accelerationX,max_accelerationX,min_accelerationX,mean_accelerationY,max_accelerationY,min_accelerationY,mean_accelerationZ,max_accelerationZ,min_accelerationZ,mean_rotationRateX,max_rotationRateX,min_rotationRateX,mean_rotationRateY,max_rotationRateY,min_rotationRateY,mean_rotationRateZ,max_rotationRateZ,min_rotationRateZ,mean_quaternionW,max_quaternionW,min_quaternionW,mean_quaternionX,max_quaternionX,min_quaternionX,mean_quaternionY,max_quaternionY,min_quaternionY,mean_quaternionZ,max_quaternionZ,min_quaternionZ
20,0.2725453190234835,0.2725453190234835,0.2725453190234835,-0.6459404207728534,-0.6459404207728534,-0.6459404207728534,-1.103814652407476,-1.103814652407476,-1.103814652407476,0.2150469654651347,0.2150469654651347,0.2150469654651347,0.4225314597377678,0.4225314597377678,0.4225314597377678,0.15644545088589518,0.15644545088589518,0.15644545088589518,1.1606972324887668,1.1606972324887668,1.1606972324887668,0.7145407710898359,0.7145407710898359,0.7145407710898359,-1.6376936365938206,-1.6376936365938206,-1.6376936365938206,0.5421443747282617,0.5421443747282617,0.5421443747282617
21,0.2696938545630546,0.2696938545630546,0.2696938545630546,-0.6491651235810203,-0.6491651235810203,-0.6491651235810203,-1.1049547239217379,-1.1049547239217379,-1.1049547239217379,0.2189044558551088,0.2189044558551088,0.2189044558551088,0.4230627222787599,0.4230627222787599,0.4230627222787599,0.15533234883825722,0.15533234883825722,0.15533234883825722,1.1610397248799447,1.1610397248799447,1.1610397248799447,0.7131738009812527,0.7131738009812527,0.7131738009812527,-1.6363659095145817,-1.6363659095145817,-1.6363659095145817,0.5417493461622327,0.5417493461622327,0.5417493461622327
22,0.27154517036748327,0.27154517036748327,0.27154517036748327,-0.656740078984926,-0.656740078984926,-0.656740078984926,-1.1000078136636027,-1.1000078136636027,-1.1000078136636027,0.2236402719621355,0.2236402719621355,0.2236402719621355,0.41910955425906704,0.41910955425906704,0.41910955425906704,0.15692242702006778,0.15692242702006778,0.15692242702006778,1.1613681423806348,1.1613681423806348,1.1613681423806348,0.7121265599680455,0.7121265599680455,0.7121265599680455,-1.634992731854267,-1.634992731854267,-1.634992731854267,0.5413894726541238,0.5413894726541238,0.5413894726541238
23,0.27103647871055353,0.27103647871055353,0.27103647871055353,-0.6752341878572957,-0.6752341878572957,-0.6752341878572957,-1.1004120622640183,-1.1004120622640183,-1.1004120622640183,0.22606554291151995,0.22606554291151995,0.22606554291151995,0.41605082839070673,0.41605082839070673,0.41605082839070673,0.16020609187083654,0.16020609187083654,0.16020609187083654,1.1616500799512937,1.1616500799512937,1.1616500799512937,0.7112661102071545,0.7112661102071545,0.7112661102071545,-1.6337988118903803,-1.6337988118903803,-1.6337988118903803,0.5411789390181874,0.5411789390181874,0.5411789390181874
24,0.269768999209893,0.269768999209893,0.269768999209893,-0.6894179290627872,-0.6894179290627872,-0.6894179290627872,-1.0986523250137705,-1.0986523250137705,-1.0986523250137705,0.22255552046285892,0.22255552046285892,0.22255552046285892,0.41609995917366416,0.41609995917366416,0.41609995917366416,0.15899157698872732,0.15899157698872732,0.15899157698872732,1.161906793548986,1.161906793548986,1.161906793548986,0.7101122310448622,0.7101122310448622,0.7101122310448622,-1.6328432987240777,-1.6328432987240777,-1.6328432987240777,0.541056331095335,0.541056331095335,0.541056331095335
25,0.26534398555143474,0.26534398555143474,0.26534398555143474,-0.7089065896252341,-0.7089065896252341,-0.7089065896252341,-1.10010013633196,-1.10010013633196,-1.10010013633196,0.21737378544765695,0.21737378544765695,0.21737378544765695,0.41610597003538513,0.41610597003538513,0.41610597003538513,0.1576429281498249,0.1576429281498249,0.1576429281498249,1.1621663236499582,1.1621663236499582,1.1621663236499582,0.7084958902557714,0.7084958902557714,0.7084958902557714,-1.6320367668614244,-1.6320367668614244,-1.6320367668614244,0.5408643888068535,0.5408643888068535,0.5408643888068535
26,0.26175918865389636,0.26175918865389636,0.26175918865389636,-0.7540855945520184,-0.7540855945520184,-0.7540855945520184,-1.096133216363983,-1.096133216363983,-1.096133216363983,0.20821531286559045,0.20821531286559045,0.20821531286559045,0.4149420449208128,0.4149420449208128,0.4149420449208128,0.15379730343502837,0.15379730343502837,0.15379730343502837,1.1624389601506702,1.1624389601506702,1.1624389601506702,0.7063377572356144,0.7063377572356144,0.7063377572356144,-1.631343739078975,-1.631343739078975,-1.631343739078975,0.5405223312553743,0.5405223312553743,0.5405223312553743
27,0.2562116448829179,0.2562116448829179,0.2562116448829179,-0.7912626055633905,-0.7912626055633905,-0.7912626055633905,-1.0756655197887068,-1.0756655197887068,-1.0756655197887068,0.19100831812554214,0.19100831812554214,0.19100831812554214,0.42467232371243824,0.42467232371243824,0.42467232371243824,0.13989049033141426,0.13989049033141426,0.13989049033141426,1.162791833949245,1.162791833949245,1.162791833949245,0.7034929447373741,0.7034929447373741,0.7034929447373741,-1.6304464392242282,-1.6304464392242282,-1.6304464392242282,0.539761600726689,0.539761600726689,0.539761600726689
28,0.24058513552016475,0.24058513552016475,0.24058513552016475,-0.7966876963942641,-0.7966876963942641,-0.7966876963942641,-1.0589572716903155,-1.0589572716903155,-1.0589572716903155,0.17542986309854156,0.17542986309854156,0.17542986309854156,0.4421722425459002,0.4421722425459002,0.4421722425459002,0.11786507357149022,0.11786507357149022,0.11786507357149022,1.163323441317426,1.163323441317426,1.163323441317426,0.6997949893968527,0.6997949893968527,0.6997949893968527,-1.6288398612406934,-1.6288398612406934,-1.6288398612406934,0.5379969394390394,0.5379969394390394,0.5379969394390394
29,0.2198161313313587,0.2198161313313587,0.2198161313313587,-0.8244372517051926,-0.8244372517051926,-0.8244372517051926,-1.040453458223608,-1.040453458223608,-1.040453458223608,0.1644138150073858,0.1644138150073858,0.1644138150073858,0.43834596848132273,0.43834596848132273,0.43834596848132273,0.11241436245070675,0.11241436245070675,0.11241436245070675,1.163925125727504,1.163925125727504,1.163925125727504,0.6956371470829791,0.6956371470829791,0.6956371470829791,-1.6269557712518306,-1.6269557712518306,-1.6269557712518306,0.5356536402437554,0.5356536402437554,0.5356536402437554
30,0.24128929610372976,0.24128929610372976,0.24128929610372976,-0.8586474654635574,-0.8586474654635574,-0.8586474654635574,-1.032806696507222,-1.032806696507222,-1.032806696507222,0.11673020640758867,0.11673020640758867,0.11673020640758867,0.4247114348816152,0.4247114348816152,0.4247114348816152,0.08167871275506715,0.08167871275506715,0.08167871275506715,1.1644989475992682,1.1644989475992682,1.1644989475992682,0.6901060240082622,0.6901060240082622,0.6901060240082622,-1.625580437676243,-1.625580437676243,-1.625580437676243,0.5323812164699763,0.5323812164699763,0.5323812164699763
31,0.2407022181881555,0.2407022181881555,0.2407022181881555,-0.8788902966714836,-0.8788902966714836,-0.8788902966714836,-0.9762904108326589,-0.9762904108326589,-0.9762904108326589,0.05973493347080473,0.05973493347080473,0.05973493347080473,0.42672255607635196,0.42672255607635196,0.42672255607635196,0.05966032728432279,0.05966032728432279,0.05966032728432279,1.1651771554883534,1.1651771554883534,1.1651771554883534,0.6814066088604996,0.6814066088604996,0.6814066088604996,-1.6244458323762883,-1.6244458323762883,-1.6244458323762883,0.5272521444107032,0.5272521444107032,0.5272521444107032
32,0.20894932143520037,0.20894932143520037,0.20894932143520037,-0.9678063321747026,-0.9678063321747026,-0.9678063321747026,-0.9286837692560771,-0.9286837692560771,-0.9286837692560771,0.031612405544448566,0.031612405544448566,0.031612405544448566,0.43659877719447976,0.43659877719447976,0.43659877719447976,0.04965086204065954,0.04965086204065954,0.04965086204065954,1.1659421030357617,1.1659421030357617,1.1659421030357617,0.6703765791845574,0.6703765791845574,0.6703765791845574,-1.6232256851092417,-1.6232256851092417,-1.6232256851092417,0.5210408872269592,0.5210408872269592,0.5210408872269592
33,0.1969904995304687,0.1969904995304687,0.1969904995304687,-0.9792868414325643,-0.9792868414325643,-0.9792868414325643,-0.9474204788218478,-0.9474204788218478,-0.9474204788218478,0.024333593291707162,0.024333593291707162,0.024333593291707162,0.4336589318565788,0.4336589318565788,0.4336589318565788,0.05279951050111562,0.05279951050111562,0.05279951050111562,1.166743975246207,1.166743975246207,1.166743975246207,0.6581265605440587,0.6581265605440587,0.6581265605440587,-1.6217974398301065,-1.6217974398301065,-1.6217974398301065,0.5148140180398344,0.5148140180398344,0.5148140180398344
34,0.21347750429690074,0.21347750429690074,0.21347750429690074,-0.9498760410949812,-0.9498760410949812,-0.9498760410949812,-0.9427540003655993,-0.9427540003655993,-0.9427540003655993,-0.0243347823899457,-0.0243347823899457,-0.0243347823899457,0.4353385472962904,0.4353385472962904,0.4353385472962904,0.011216253807634741,0.011216253807634741,0.011216253807634741,1.1674542831383783,1.1674542831383783,1.1674542831383783,0.6443963681347982,0.6443963681347982,0.6443963681347982,-1.6206694246484563,-1.6206694246484563,-1.6206694246484563,0.5072552778646251,0.5072552778646251,0.5072552778646251
35,0.16482156498078232,0.16482156498078232,0.16482156498078232,-1.04573253519159,-1.04573253519159,-1.04573253519159,-0.860896504475926,-0.860896504475926,-0.860896504475926,-0.0793507394601309,-0.0793507394601309,-0.0793507394601309,0.4308636032995869,0.4308636032995869,0.4308636032995869,-0.008778556745538136,-0.008778556745538136,-0.008778556745538136,1.168236716900645,1.168236716900645,1.168236716900645,0.62785764875376,0.62785764875376,0.62785764875376,-1.618991564691671,-1.618991564691671,-1.618991564691671,0.4980575097513519,0.4980575097513519,0.4980575097513519
36,0.12341052194283321,0.12341052194283321,0.12341052194283321,-1.1824716623460783,-1.1824716623460783,-1.1824716623460783,-0.8110011924830003,-0.8110011924830003,-0.8110011924830003,-0.14898245892858275,-0.14898245892858275,-0.14898245892858275,0.42464719104900095,0.42464719104900095,0.42464719104900095,-0.031407914966473244,-0.031407914966473244,-0.031407914966473244,1.1689235191918865,1.1689235191918865,1.1689235191918865,0.6076309540724424,0.6076309540724424,0.6076309540724424,-1.617470564667136,-1.617470564667136,-1.617470564667136,0.4873259284245423,0.4873259284245423,0.4873259284245423
37,0.1227939962918586,0.1227939962918586,0.1227939962918586,-1.2182331143495146,-1.2182331143495146,-1.2182331143495146,-0.7244124894945713,-0.7244124894945713,-0.7244124894945713,-0.2077400366852339,-0.2077400366852339,-0.2077400366852339,0.44604839574821226,0.44604839574821226,0.44604839574821226,-0.07729024611031868,-0.07729024611031868,-0.07729024611031868,1.169508553695391,1.169508553695391,1.169508553695391,0.5836097704750542,0.5836097704750542,0.5836097704750542,-1.6154521240851145,-1.6154521240851145,-1.6154521240851145,0.47450151316407474,0.47450151316407474,0.47450151316407474
38,0.09219726734250946,0.09219726734250946,0.09219726734250946,-1.2491639112062083,-1.2491639112062083,-1.2491639112062083,-0.6761919608325331,-0.6761919608325331,-0.6761919608325331,-0.26274200498945594,-0.26274200498945594,-0.26274200498945594,0.39781515760022557,0.39781515760022557,0.39781515760022557,-0.08902744231048362,-0.08902744231048362,-0.08902744231048362,1.169682681214507,1.169682681214507,1.169682681214507,0.5564416508164437,0.5564416508164437,0.5564416508164437,-1.6139034030932489,-1.6139034030932489,-1.6139034030932489,0.4599093711173471,0.4599093711173471,0.4599093711173471
39,0.0619973241459615,0.0619973241459615,0.0619973241459615,-1.2913449676338338,-1.2913449676338338,-1.2913449676338338,-0.6540227522437403,-0.6540227522437403,-0.6540227522437403,-0.29398802810814023,-0.29398802810814023,-0.29398802810814023,0.41539491695893105,0.41539491695893105,0.41539491695893105,-0.10221316328743807,-0.10221316328743807,-0.10221316328743807,1.1695476669950016,1.1695476669950016,1.1695476669950016,0.5267004995407364,0.5267004995407364,0.5267004995407364,-1.6118021163380243,-1.6118021163380243,-1.6118021163380243,0.44432641784427035,0.44432641784427035,0.44432641784427035
40,0.027443481144717317,0.027443481144717317,0.027443481144717317,-1.2818842677463713,-1.2818842677463713,-1.2818842677463713,-0.5959592595531652,-0.5959592595531652,-0.5959592595531652,-0.3337472602984808,-0.3337472602984808,-0.3337472602984808,0.3785696375638448,0.3785696375638448,0.3785696375638448,-0.15122718777957095,-0.15122718777957095,-0.15122718777957095,1.1688195576836342,1.1688195576836342,1.1688195576836342,0.49506679552643423,0.49506679552643423,0.49506679552643423,-1.6099717622673961,-1.6099717622673961,-1.6099717622673961,0.4273489912928596,0.4273489912928596,0.4273489912928596
41,0.08279004621623902,0.08279004621623902,0.08279004621623902,-1.097402604544054,-1.097402604544054,-1.097402604544054,-0.5247260623266553,-0.5247260623266553,-0.5247260623266553,-0.3345921128103233,-0.3345921128103233,-0.3345921128103233,0.41546531670083064,0.41546531670083064,0.41546531670083064,-0.18960385013716832,-0.18960385013716832,-0.18960385013716832,1.1674379713138767,1.1674379713138767,1.1674379713138767,0.46256857559439274,0.46256857559439274,0.46256857559439274,-1.607795425186182,-1.607795425186182,-1.607795425186182,0.40809892829452515,0.40809892829452515,0.40809892829452515
42,0.018010052568497532,0.018010052568497532,0.018010052568497532,-1.0979689772008099,-1.0979689772008099,-1.0979689772008099,-0.6488914899444918,-0.6488914899444918,-0.6488914899444918,-0.28845270656919636,-0.28845270656919636,-0.28845270656919636,0.3889446763491901,0.3889446763491901,0.3889446763491901,-0.18489655777731853,-0.18489655777731853,-0.18489655777731853,1.165548667014409,1.165548667014409,1.165548667014409,0.43225619878843813,0.43225619878843813,0.43225619878843813,-1.6055190413990623,-1.6055190413990623,-1.6055190413990623,0.3889193657534481,0.3889193657534481,0.3889193657534481
43,0.034661733602117245,0.034661733602117245,0.034661733602117245,-1.0863149514779131,-1.0863149514779131,-1.0863149514779131,-0.6037135128955482,-0.6037135128955482,-0.6037135128955482,-0.2982207568496516,-0.2982207568496516,-0.2982207568496516,0.38822659617151745,0.38822659617151745,0.38822659617151745,-0.23302617571393436,-0.23302617571393436,-0.23302617571393436,1.1629527737255663,1.1629527737255663,1.1629527737255663,0.4032184144521822,0.4032184144521822,0.4032184144521822,-1.6039805061170833,-1.6039805061170833,-1.6039805061170833,0.3690753333472395,0.3690753333472395,0.3690753333472395
44,0.017067772784469058,0.017067772784469058,0.017067772784469058,-0.9555251027901827,-0.9555251027901827,-0.9555251027901827,-0.5026029423541234,-0.5026029423541234,-0.5026029423541234,-0.3029155908728842,-0.3029155908728842,-0.3029155908728842,0.42419890749992584,0.42419890749992584,0.42419890749992584,-0.27251394499689413,-0.27251394499689413,-0.27251394499689413,1.1597869859093346,1.1597869859093346,1.1597869859093346,0.3742361574843413,0.3742361574843413,0.3742361574843413,-1.60130303570865,-1.60130303570865,-1.60130303570865,0.34730974022156375,0.34730974022156375,0.34730974022156375
45,-0.06036919496307423,-0.06036919496307423,-0.06036919496307423,-1.094853659720794,-1.094853659720794,-1.094853659720794,-0.45962752558727166,-0.45962752558727166,-0.45962752558727166,-0.3046629864594146,-0.3046629864594146,-0.3046629864594146,0.41165727012908077,0.41165727012908077,0.41165727012908077,-0.2735621351231397,-0.2735621351231397,-0.2735621351231397,1.1560631415221885,1.1560631415221885,1.1560631415221885,0.3458110653690419,0.3458110653690419,0.3458110653690419,-1.5981777179923855,-1.5981777179923855,-1.5981777179923855,0.3249728703921062,0.3249728703921062,0.3249728703921062
46,-0.046636216634112965,-0.046636216634112965,-0.046636216634112965,-1.1813716659616782,-1.1813716659616782,-1.1813716659616782,-0.4561191769281897,-0.4561191769281897,-0.4561191769281897,-0.3516362538658168,-0.3516362538658168,-0.3516362538658168,0.4067131856500974,0.4067131856500974,0.4067131856500974,-0.30775938314807516,-0.30775938314807516,-0.30775938314807516,1.151518934631404,1.151518934631404,1.151518934631404,0.3157758446487256,0.3157758446487256,0.3157758446487256,-1.5949793618977732,-1.5949793618977732,-1.5949793618977732,0.30169701629875373,0.30169701629875373,0.30169701629875373
