accelerationX,rotationRateZ,rotationRateY,quaternionW,label
-0.625883877,-6.291655064,-3.122915983,-0.280969967,D
-0.625686467,-6.214010715,-3.317892075,-0.289498098,D
-0.614213407,-6.13267231,-3.299614668,-0.296367689,N
-0.824489057,-6.122772694,-3.288141251,-0.301931381,N
-0.102830499,0.061352994,-0.772329152,0.253018278,N
-0.156830668,-0.068725377,-0.83158958,0.251161142,N
-0.183395386,-0.223778084,-0.864474237,0.248809993,N
-0.183125421,-0.404870361,-0.843047798,0.245978182,D
-0.153497055,-0.574747264,-0.798487782,0.242866557,D
-0.121666282,-0.753924251,-0.758580029,0.239555399,D
-0.099590488,-0.993473172,-0.694696009,0.235945906,D
-0.091348872,-1.257803202,-0.633092582,0.231892713,D
-0.09085767,-1.58525908,-0.549941957,0.227156627,D
-0.093064845,-1.939690948,-0.457902282,0.221485657,D
-0.095531337,-2.277962208,-0.3625696,0.214809139,D
-0.110835746,-2.603815794,-0.247276306,0.207167398,D
-0.158812433,-2.890192509,-0.148556158,0.198695904,D
-0.207648978,-3.134778023,-0.036265299,0.189549264,D
-0.233527467,-3.35877943,0.099195912,0.180024785,D
-0.263306558,-3.588970184,0.207808137,0.170086958,D
-0.282434851,-3.728925467,0.291972876,0.159613581,D
-0.297643274,-3.874912262,0.355246633,0.148757328,D
-0.303523391,-3.943609238,0.327452689,0.13759751,D
-0.294338137,-4.009764194,0.243269086,0.126168324,D
-0.307386816,-4.030942917,0.079766177,0.114485564,D
-0.31627658,-4.0327878,-0.113927126,0.102630212,D
-0.31817922,-4.03453207,-0.361641169,0.090625399,D
-0.325509101,-4.027121067,-0.638393342,0.078499001,D
-0.32486859,-4.013948917,-0.912178159,0.066303621,D
-0.289198458,-4.053386211,-1.212327123,0.053958572,D
-0.253942937,-4.098496914,-1.533602834,0.041319995,D
-0.237291396,-4.149388313,-1.885590076,0.028379539,D
-0.218534231,-4.204327106,-2.169173241,0.015381148,D
-0.209051907,-4.206183434,-2.455174923,0.002371596,D
-0.216105253,-4.144458294,-2.689665556,-0.01018391,D
-0.203274444,-4.074825287,-2.898748398,-0.02211856,D
-0.155431062,-4.015077591,-3.100537539,-0.033428379,D
-0.104932368,-3.994079828,-3.295507431,-0.044171085,D
-0.08089719,-4.002839565,-3.457568407,-0.054565176,D
-0.062098831,-4.139472485,-3.601469994,-0.064949121,D
-0.059626762,-4.223361969,-3.692189455,-0.075564345,D
-0.061196268,-4.294921398,-3.735821962,-0.086197001,D
-0.070016623,-4.453756809,-3.670342207,-0.097124674,D
-0.137676671,-4.730690956,-3.501668453,-0.109131699,D
-0.182910711,-4.974451542,-3.345547199,-0.122468168,D
-0.182792842,-5.279203892,-3.1102283,-0.137065958,D
-0.259086549,-5.678803444,-3.010541916,-0.152989134,D
-0.366470218,-5.848573685,-2.956541777,-0.169044547,D
-0.518457174,-6.176576138,-2.689015865,-0.185509112,D
-0.749141693,-6.447916031,-2.726867199,-0.202508368,D
-0.795172513,-6.609225273,-2.71654439,-0.219057355,D
-0.89391464,-6.937503815,-2.660209656,-0.235876603,D
-1.049640775,-6.895672321,-2.803805113,-0.252164672,D
-1.076016188,-6.838096142,-2.886116505,-0.266590002,D
-1.268650413,-6.764696598,-2.999093771,-0.278317831,D
-1.439702272,-6.60150671,-3.254671335,-0.285767724,D
-1.446934462,-6.231115818,-3.625116587,-0.288153424,D
-1.334646463,-5.846905231,-4.062749386,-0.285610649,D
-1.175088763,-5.327775478,-4.536150932,-0.277872806,D
-1.070078731,-4.715571404,-4.998597145,-0.26414069,D
-0.984733164,-4.051632404,-5.567774296,-0.242878612,D
-0.840794265,-3.230138302,-6.085421562,-0.213963721,D
-0.699399829,-2.258126974,-6.415105343,-0.17864257,D
-0.596067488,-1.356166244,-6.637050152,-0.139077148,D
-0.546550214,-0.524267077,-6.692419052,-0.096523421,D
-0.562251568,0.04188795,-6.828541756,-0.050388219,D
-0.554552078,0.615279078,-6.999738216,-0.000320834,D
-0.52731663,1.288458943,-7.142978191,0.054577901,D
-0.595336378,1.940220594,-7.286266804,0.115270771,D
-0.694601595,2.6714077,-7.301502228,0.180154219,D
-0.788266301,3.441022158,-7.116410255,0.247829478,D
-0.970383644,4.253348351,-6.919542789,0.316951633,D
-1.172198772,4.995065212,-6.222462654,0.384303114,D
-1.372322679,5.593021393,-5.522324085,0.44786018,D
-1.466478109,6.228047848,-4.768308163,0.506615514,D
-1.460525751,6.727410316,-4.082275391,0.56055654,D
-1.456582904,7.001658916,-3.464189053,0.610345792,D
-1.503768682,7.109459877,-2.913476229,0.656922923,D
-1.524897218,7.313971996,-2.501146555,0.700864299,D
-1.453884125,7.473049164,-2.096833229,0.742379671,D
-1.407524943,7.567901611,-1.691170216,0.780990117,D
-1.391430497,7.582575321,-1.252093196,0.815712898,D
-1.322204471,7.610748768,-0.775777757,0.846072461,D
-1.227934003,7.618997097,-0.34852314,0.872305692,D
-1.148303747,7.614804745,0.021858405,0.894616311,D
-1.049556494,7.608799934,0.329834074,0.913687863,D
-1.075805545,7.504028797,0.788546443,0.929285153,D
-1.16002059,7.393895626,1.127638817,0.941414044,D
-1.15690577,7.278408051,1.346569657,0.950333902,D
-1.126254082,7.106523514,1.539476991,0.956432492,D
-1.076253772,6.931794643,1.72125864,0.959922001,D
-1.047765493,6.817960262,1.914348483,0.96097644,D
-1.082942128,6.635725498,2.113140345,0.959662295,D
-1.073879719,6.49696064,2.181082487,0.956230745,D
-1.003993034,6.382223129,2.192865372,0.950912585,D
-0.967932701,6.151481152,2.159109831,0.943912808,D
-0.99013406,5.748653889,2.107435703,0.935587674,D
-1.036021709,5.460471153,2.121572971,0.926210473,D
-1.113045931,5.083724022,2.1366961,0.916081377,D
-1.229140997,4.653569221,2.082099915,0.905462405,D
-1.327682972,4.29981041,2.040723562,0.894467247,D
-1.379275799,3.909294128,1.937795639,0.883360506,D
-1.360069513,3.660679102,1.876520038,0.872091522,D
-1.292357922,3.48038125,1.833821297,0.86061642,D
-1.211569309,3.187113047,1.720586896,0.849108863,D
-1.11217165,2.965742826,1.631166458,0.837678654,D
-1.005416155,2.772505045,1.543831825,0.826666291,D
-0.478615165,-4.231771469,-1.1971277,0.943898161,D
-0.470642269,-4.385519981,-1.135382056,0.949997882,D
-0.445459545,-4.517508507,-1.091962218,0.955109457,D
-0.406630337,-4.600365639,-1.049281359,0.959232821,D
-0.385083795,-4.684202671,-0.97585696,0.962324952,D
-0.380508006,-4.754388332,-0.908644378,0.96428989,D
-0.371233761,-4.854078293,-0.905412138,0.965151785,D
-0.318969786,-4.90075016,-0.857163906,0.96492012,D
-0.238041103,-4.898164749,-0.757271767,0.963457655,D
-0.182075322,-4.904328823,-0.666718185,0.960740869,D
-0.145580679,-4.901629448,-0.574686825,0.956872263,D
-0.106094658,-4.874651432,-0.449605912,0.95186039,D
-0.046664119,-4.799517155,-0.308514833,0.94563219,D
0.004892945,-4.737932205,-0.224634036,0.938297112,D
0.026990592,-4.650321484,-0.112020619,0.929832148,D
0.02556926,-4.560622215,0.03013093,0.920257788,D
0.005070508,-4.516394615,0.146892548,0.909659825,D
-0.016529679,-4.467825413,0.29772678,0.898013966,D
-0.024312139,-4.375078201,0.434282184,0.885389887,D
-0.047694027,-4.333893776,0.477060288,0.872205155,D
-0.060736492,-4.326995373,0.528779507,0.858294888,D
-0.028587252,-4.250049591,0.668202877,0.843180097,D
-0.058148742,-4.10538578,0.81392014,0.827003114,D
-0.190435514,-4.018352509,0.835175872,0.810494052,D
-0.265914708,-3.929646969,0.887487292,0.793583503,D
-0.241116807,-3.852287054,1.03973937,0.775689551,D
-0.200792551,-3.81740284,1.074924231,0.757482465,D
-0.146126851,-3.711197615,1.053621292,0.739777864,D
-0.092594206,-3.611943483,1.092432737,0.722150418,D
-0.10933011,-3.513358593,1.192299366,0.703938259,D
-0.166155815,-3.437322378,1.283791184,0.684866384,D
-0.213714227,-3.314522028,1.342651606,0.66528095,D
-0.199363768,-3.100208282,1.46777451,0.645540281,D
-0.141707987,-3.020024776,1.400446653,0.626631279,D
-0.067601189,-3.012709618,1.423805833,0.608333073,D
-0.130123943,-2.874468088,1.539711952,0.589895779,D
-0.157191187,-2.923304319,1.585500836,0.570907479,D
-0.118287116,-2.76840663,1.528741956,0.551681245,D
-0.057616323,-2.611834764,1.544102907,0.532141542,D
-0.12619558,-2.494324446,1.577567101,0.512295311,D
-0.173363745,-2.409184694,1.575223804,0.492890601,D
-0.131545186,-2.382229328,1.572494864,0.474465247,D
-0.081192404,-2.307344675,1.551077843,0.457187185,D
-0.028761148,-2.234976768,1.550454378,0.440798975,D
0.000150621,-2.141081333,1.605608582,0.424618833,D
-0.045681953,-1.992062449,1.732681632,0.40758076,D
-0.116182625,-1.866159678,1.849066615,0.389334995,D
-0.140087783,-1.778972626,1.935202599,0.370509832,D
-0.124143124,-1.675479531,1.890762687,0.352560796,D
-0.049871743,-1.629265428,1.797425985,0.336118219,D
0.014880061,-1.652587771,1.711880922,0.321077926,D
0.046273828,-1.651209831,1.646270275,0.306664567,D
0.051857591,-1.627237678,1.643901825,0.292260858,D
0.018620431,-1.513495922,1.661192179,0.277664168,D
-0.023558557,-1.406047225,1.692779422,0.262835693,D
-0.054458737,-1.3179214,1.715151668,0.248078763,D
-0.062758505,-1.199079156,1.717866063,0.233906161,D
-0.037772596,-1.120887637,1.655951023,0.220919539,D
-0.007369578,-1.077192664,1.576724648,0.20899859,D
0.03164351,-1.021486998,1.512423396,0.197748379,D
0.077041447,-1.000279427,1.42744267,0.186493398,D
0.079328954,-0.962739766,1.368863225,0.175155145,D
0.042806149,-0.897321582,1.361720204,0.163441497,D
0.005893826,-0.853791952,1.367308259,0.151545334,D
-0.01029855,-0.800138593,1.339898229,0.139934416,D
0.005722523,-0.762619436,1.306093216,0.128936083,D
